liczba pkt.,graham otoczka,graham czas,jarvis otoczka,jarvis czas
100,100,0.0023496150970458984,100,0.012079238891601562
1000,1000,0.022312641143798828,1000,0.9213318824768066
10000,10000,0.18684816360473633,10000,93.92791509628296
100000,100000,2.123145580291748,100000,7651.250854969025
