liczba pkt.,graham otoczka,graham czas,jarvis otoczka,jarvis czas
100,8,0.0004963874816894531,8,0.0007698535919189453
1000,8,0.010558128356933594,8,0.009285688400268555
10000,8,0.13121604919433594,8,0.05941486358642578
100000,8,1.8652501106262207,8,0.4901735782623291
1000000,8,19.42502737045288,8,4.948511600494385
