liczba pkt.,graham otoczka,graham czas,jarvis otoczka,jarvis czas
1,4,0.0006899833679199219,4,0.0002353191375732422
10,4,0.010167360305786133,4,0.002364635467529297
100,4,0.12687397003173828,4,0.019644975662231445
1000,4,2.3100409507751465,4,0.19763493537902832
10000,4,23.745822429656982,4,2.074540138244629
