liczba pkt.,graham otoczka,graham czas,jarvis otoczka,jarvis czas
100,4,0.007238149642944336,4,0.0014138221740722656
1000,4,0.06183624267578125,4,0.009225845336914062
10000,4,0.8645787239074707,4,0.1681976318359375
100000,4,9.670237064361572,4,0.9239180088043213
1000000,4,118.39141941070557,4,10.654157638549805
